,taskID,prompt,entry_point,response
38,HumanEval/37,"

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
",sort_even,"sort_even([1, 2, 3])
sort_even([5, 6, 3, 4])
sort_even([4, 2, 1, 3, 5])
sort_even([5, 5, 5, 5])
sort_even([2, 1, 4, 3, 5])
sort_even([])
sort_even([1])
sort_even([1, 2])
sort_even([2, 2, 2, 2])
sort_even([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])"
39,HumanEval/38,"

def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
",decode_cyclic,"decode_cyclic("""")
decode_cyclic(""abc"")
decode_cyclic(""abcabc"")
decode_cyclic(""abcd"")
decode_cyclic(""abcde"")
decode_cyclic(""abcabcabc"")
decode_cyclic(""abcdef"")
decode_cyclic(""abcdefabcdef"")
decode_cyclic(""abcdefabcdefabcdef"")
decode_cyclic(""abcdefabcdefabcdefabcdef"")"
40,HumanEval/39,"

def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
",prime_fib,"prime_fib(1)
prime_fib(2)
prime_fib(3)
prime_fib(4)
prime_fib(5)
prime_fib(10)
prime_fib(15)
prime_fib(20)
prime_fib(25)
prime_fib(30)"
41,HumanEval/40,"

def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""
",triples_sum_to_zero,"triples_sum_to_zero([-1, 0, 1])
triples_sum_to_zero([-1, 1, 1])
triples_sum_to_zero([1, 2, 3, 4, 5, 6])
triples_sum_to_zero([-1, -2, -3, -4, -5])
triples_sum_to_zero([0, 0, 0, 0])
triples_sum_to_zero([1, -1, 0, 2, 3])
triples_sum_to_zero([1, 2, 3, -4, -5, 6])
triples_sum_to_zero([-1, 1, 2, 3, 4, 5])
triples_sum_to_zero([-1, -2, -3, 1, 2, 3])
triples_sum_to_zero([-1, -2, -3, 1, 2, 3])"
42,HumanEval/41,"

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
",car_race_collision,"car_race_collision(1)
car_race_collision(2)
car_race_collision(3)
car_race_collision(10)
car_race_collision(4)
car_race_collision(5)
car_race_collision(6)
car_race_collision(7)
car_race_collision(8)
car_race_collision(9)
"
43,HumanEval/42,"

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
",incr_list,"[incr_list([1]), incr_list([1, 2]), incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123]), incr_list([]), incr_list([1, 0]), incr_list([10]), incr_list([-1]), incr_list([10, 0, -1, 10, 0, 123]), incr_list([10, -1, 10, 0, 123]), incr_list([-123, -1, -2, -3, -4])]"
44,HumanEval/43,"

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
",pairs_sum_to_zero,"pairs_sum_to_zero([1, 3, 5, 0])
pairs_sum_to_zero([-1, 1, 2, 3, 4, 5])
pairs_sum_to_zero([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])
pairs_sum_to_zero([2, 4, -5, 3, 5, 7, 1, 9, 10, 11])
pairs_sum_to_zero([1])
pairs_sum_to_zero([])
pairs_sum_to_zero([1, 2, 3, 4])
pairs_sum_to_zero([-1, 0, 1])
pairs_sum_to_zero([1, 2, 3, 4, 5, 6, 7, 8, 9])
pairs_sum_to_zero([1, 2, -3, 4, -5, 6, 7, 8, 9])"
45,HumanEval/44,"

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
",change_base,"change_base(8, 3)
change_base(8, 2)
change_base(7, 2)
change_base(5, 2)
change_base(16, 8)
change_base(12, 4)
change_base(25, 5)
change_base(0, 10)
change_base(-1, 10)
change_base(10, 10)"
46,HumanEval/45,"

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
",triangle_area,"triangle_area(5, 3)
triangle_area(0, 0)
triangle_area(10, 5)
triangle_area(5, 0)
triangle_area(0, 5)
triangle_area(10, 0)
triangle_area(5, 5)
triangle_area(0, 10)
triangle_area(5.5, 3.5)
triangle_area(10.5, 5.5)"
47,HumanEval/46,"

def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4(0) -> 0
    fib4(1) -> 0
    fib4(2) -> 2
    fib4(3) -> 0
    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    >>> fib4(5)
    4
    >>> fib4(6)
    8
    >>> fib4(7)
    14
    """"""
",fib4,"Here are 10 test cases for the function 'fib4':

fib4(0)
fib4(1)
fib4(2)
fib4(3)
fib4(5)
fib4(6)
fib4(7)
fib4(8)
fib4(10)
fib4(15)"
48,HumanEval/47,"

def median(l: list):
    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
",median,"median([3, 1, 2, 4, 5])
median([-10, 4, 6, 1000, 10, 20])
median([1, 2, 3, 4, 5])
median([1, 2, 3])
median([1, 2])
median([1])
median([])
median([5, 3, 4, 2, 1])
median([5, 3, 4])
median([1, 2, 3, 4, 5, 6, 7, 8, 9])
median([1, 2, 3, 4, 5, 6, 7, 8])"
49,HumanEval/48,"

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
",is_palindrome,"is_palindrome("""")
is_palindrome(""aba"")
is_palindrome(""aaaaa"")
is_palindrome(""zbcd"")
is_palindrome(""madam"")
is_palindrome(""radar"")
is_palindrome(""hello"")
is_palindrome(""12321"")
is_palindrome(""a"")
is_palindrome("""")
is_palindrome(""abba"")"
50,HumanEval/49,"

def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
",modp,"modp(3, 5)
modp(1101, 101)
modp(0, 101)
modp(3, 11)
modp(100, 101)
modp(1, 101)
modp(101, 101)
modp(1000, 101)
modp(1, 1)
modp(0, 0)"
51,HumanEval/50,"

def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
",decode_shift,"decode_shift(""hello"")
decode_shift(""world"")
decode_shift(""abcdefghijklmnopqrstuvwxyz"")
decode_shift("""")
decode_shift(""a"")
decode_shift(""z"")
decode_shift(""abcde"")
decode_shift(""xyzabc"")
decode_shift(""abcdefg"")
decode_shift(""abc"")
decode_shift(""hello world"")"
52,HumanEval/51,"

def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
",remove_vowels,"Here are 10 test cases for the function'remove_vowels':

remove_vowels("""")
remove_vowels(""abcdef\nghijklm"")
remove_vowels(""abcdef"")
remove_vowels(""aaaaa"")
remove_vowels(""aaBAA"")
remove_vowels(""zbcd"")
remove_vowels(""hello world"")
remove_vowels(""aeiou"")
remove_vowels(""bcd"")
remove_vowels(""bcdfgh"")"
53,HumanEval/52,"

def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
",below_threshold,"[below_threshold([1, 2, 4, 10], 100), below_threshold([], 100), below_threshold([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 10), below_threshold([1, 20, 4, 10], 5), below_threshold([1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 0), below_threshold([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 20), below_threshold([0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0), below_threshold([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 11), below_threshold([1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 2)]"
54,HumanEval/53,"

def add(x: int, y: int):
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",add,"add(0, 0)
add(0, 1)
add(1, 0)
add(-1, -1)
add(-1, 1)
add(1, 1)
add(2, 2)
add(-2, 2)
add(5, 5)
add(10, 10)"
55,HumanEval/54,"

def same_chars(s0: str, s1: str):
    """"""
    Check if two words have the same characters.
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    True
    >>> same_chars('abcd', 'dddddddabc')
    True
    >>> same_chars('dddddddabc', 'abcd')
    True
    >>> same_chars('eabcd', 'dddddddabc')
    False
    >>> same_chars('abcd', 'dddddddabce')
    False
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    False
    """"""
",same_chars,"same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
same_chars('abcd', 'dddddddabc')
same_chars('dddddddabc', 'abcd')
same_chars('eabcd', 'dddddddabc')
same_chars('abcd', 'dddddddabce')
same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
same_chars('abcde', 'abcde')
same_chars('abcde', 'deabc')
same_chars('a', 'a')
same_chars('abc', 'abc')
same_chars('abc', 'bca')"
56,HumanEval/55,"

def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
",fib,"fib(1)
fib(10)
fib(8)
fib(2)
fib(3)
fib(0)
fib(5)
fib(7)
fib(-1)
fib(11)"
57,HumanEval/56,"

def correct_bracketing(brackets: str):
    """""" brackets is a string of ""<"" and "">"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""<"")
    False
    >>> correct_bracketing(""<>"")
    True
    >>> correct_bracketing(""<<><>>"")
    True
    >>> correct_bracketing(""><<>"")
    False
    """"""
",correct_bracketing,"Here are the 10 test cases for the 'correct_bracketing' function:

""<>""
""<>""
"">""
""<><>""
"">><>""
""<><>""
""><>""
""<><><>""
"">><>""
""<>><<>"""
58,HumanEval/57,"

def monotonic(l: list):
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
",monotonic,"monotonic([1, 2, 4, 20])
monotonic([1, 20, 4, 10])
monotonic([4, 1, 0, -10])
monotonic([1, 1, 1, 1])
monotonic([5, 5, 5, 5])
monotonic([-1, -2, -3, -4])
monotonic([0, 0, 0, 0])
monotonic([1, 1, 2, 2])
monotonic([10, 10, 10, 10])
monotonic([1, 2, 3, 4, 5])"
59,HumanEval/58,"

def common(l1: list, l2: list):
    """"""Return sorted unique common elements for two lists.
    >>> common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
    [1, 5, 653]
    >>> common([5, 3, 2, 8], [3, 2])
    [2, 3]

    """"""
",common,"common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
common([5, 3, 2, 8], [3, 2])
common([1, 2, 3, 4], [3, 4, 5, 6])
common([5, 6, 7, 8], [1, 2, 3, 4])
common([1, 1, 1, 2, 2, 3], [1, 2, 2, 3, 3, 4])
common([1, 2, 3, 4, 5], [5, 6, 7, 8, 9])
common([], [1, 2, 3, 4])
common([1, 2, 3, 4], [])
common([1, 1, 1], [1, 1, 1])
common([], [])"
60,HumanEval/59,"

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
",largest_prime_factor,"largest_prime_factor(13195)
largest_prime_factor(2048)
largest_prime_factor(23)
largest_prime_factor(15)
largest_prime_factor(7)
largest_prime_factor(12)
largest_prime_factor(1)
largest_prime_factor(2)
largest_prime_factor(3)
largest_prime_factor(11)"
61,HumanEval/60,"

def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
",sum_to_n,"sum_to_n(1)
sum_to_n(5)
sum_to_n(10)
sum_to_n(30)
sum_to_n(100)
sum_to_n(50)
sum_to_n(20)
sum_to_n(15)
sum_to_n(25)
sum_to_n(40)"
62,HumanEval/61,"

def correct_bracketing(brackets: str):
    """""" brackets is a string of ""("" and "")"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""("")
    False
    >>> correct_bracketing(""()"")
    True
    >>> correct_bracketing(""(()())"")
    True
    >>> correct_bracketing("")(()"")
    False
    """"""
",correct_bracketing,"("")(""
"")""
""()""
""(())""
"")()""
""((()))""
"")(()""
""()())""
"")()()""
""((()))(()))"""
63,HumanEval/62,"

def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
",derivative,"derivative([1, 2, 3])
derivative([3, 1, 2, 4, 5])
derivative([2, 1, 1, 3, 2, 1, 1])
derivative([5, 2, 1, 1, 1])
derivative([3, 2, 1, 1, 2, 1, 1, 3, 1])
derivative([1])
derivative([2, 1])
derivative([1, 1])
derivative([1, 2, 3, 4, 5, 6])
derivative([5, 4, 3, 2, 1])
derivative([1, 1, 1, 1])"
64,HumanEval/63,"

def fibfib(n: int):
    """"""The FibFib number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fibfib(0) == 0
    fibfib(1) == 0
    fibfib(2) == 1
    fibfib(n) == fibfib(n-1) + fibfib(n-2) + fibfib(n-3).
    Please write a function to efficiently compute the n-th element of the fibfib number sequence.
    >>> fibfib(1)
    0
    >>> fibfib(5)
    4
    >>> fibfib(8)
    24
    """"""
",fibfib,"Here are the test cases for the 'fibfib' function:

fibfib(0)
fibfib(1)
fibfib(2)
fibfib(3)
fibfib(4)
fibfib(5)
fibfib(6)
fibfib(7)
fibfib(8)
fibfib(10)"
65,HumanEval/64,"
FIX = """"""
Add more test cases.
""""""

def vowels_count(s):
    """"""Write a function vowels_count which takes a string representing
    a word as input and returns the number of vowels in the string.
    Vowels in this case are 'a', 'e', 'i', 'o', 'u'. Here, 'y' is also a
    vowel, but only when it is at the end of the given word.

    Example:
    >>> vowels_count(""abcde"")
    2
    >>> vowels_count(""ACEDY"")
    3
    """"""
",vowels_count,"vowels_count(""aeiou"")"
66,HumanEval/65,"
def circular_shift(x, shift):
    """"""Circular shift the digits of the integer x, shift the digits right by shift
    and return the result as a string.
    If shift > number of digits, return digits reversed.
    >>> circular_shift(12, 1)
    ""21""
    >>> circular_shift(12, 2)
    ""12""
    """"""
",circular_shift,"circular_shift(12, 1)
circular_shift(123, 2)
circular_shift(123, 3)
circular_shift(123, 4)
circular_shift(123, 5)
circular_shift(123, 6)
circular_shift(123, 7)
circular_shift(123, 8)
circular_shift(123, 9)
circular_shift(123, 10)"
67,HumanEval/66,"
def digitSum(s):
    """"""Task
    Write a function that takes a string as input and returns the sum of the upper characters only'
    ASCII codes.

    Examples:
        digitSum("""") => 0
        digitSum(""abAB"") => 131
        digitSum(""abcCd"") => 67
        digitSum(""helloE"") => 69
        digitSum(""woArBld"") => 131
        digitSum(""aAaaaXa"") => 153
    """"""
",digitSum,"digitSum("""")
digitSum(""abAB"")
digitSum(""abcCd"")
digitSum(""helloE"")
digitSum(""woArBld"")
digitSum(""aAaaaXa"")
digitSum("""")
digitSum(""z"")
digitSum(""Z"")
digitSum(""AaBcD"")"
68,HumanEval/67,"
def fruit_distribution(s,n):
    """"""
    In this task, you will be given a string that represents a number of apples and oranges 
    that are distributed in a basket of fruit this basket contains 
    apples, oranges, and mango fruits. Given the string that represents the total number of 
    the oranges and apples and an integer that represent the total number of the fruits 
    in the basket return the number of the mango fruits in the basket.
    for examble:
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19
    """"""
",fruit_distribution,"Here are the test cases for the function 'fruit_distribution':

fruit_distribution(""5 apples and 6 oranges"", 19)
fruit_distribution(""0 apples and 1 oranges"", 3)
fruit_distribution(""2 apples and 3 oranges"", 100)
fruit_distribution(""100 apples and 1 oranges"", 120)
fruit_distribution(""0 apples and 0 oranges"", 10)
fruit_distribution(""1 apple and 1 orange"", 2)
fruit_distribution(""1 apple and 0 oranges"", 2)
fruit_distribution(""0 apples and 1 orange"", 2)
fruit_distribution(""0 apples and 0 oranges"", 1)
fruit_distribution(""0 apples and 0 oranges"", 0)"
69,HumanEval/68,"
def pluck(arr):
    """"""
    ""Given an array representing a branch of a tree that has non-negative integer nodes
    your task is to pluck one of the nodes and return it.
    The plucked node should be the node with the smallest even value.
    If multiple nodes with the same smallest even value are found return the node that has smallest index.

    The plucked node should be returned in a list, [ smalest_value, its index ],
    If there are no even values or the given array is empty, return [].

    Example 1:
        Input: [4,2,3]
        Output: [2, 1]
        Explanation: 2 has the smallest even value, and 2 has the smallest index.

    Example 2:
        Input: [1,2,3]
        Output: [2, 1]
        Explanation: 2 has the smallest even value, and 2 has the smallest index. 

    Example 3:
        Input: []
        Output: []
    
    Example 4:
        Input: [5, 0, 3, 0, 4, 2]
        Output: [0, 1]
        Explanation: 0 is the smallest value, but  there are two zeros,
                     so we will choose the first zero, which has the smallest index.

    Constraints:
        * 1 <= nodes.length <= 10000
        * 0 <= node.value
    """"""
",pluck,"Here are the test cases for the function 'pluck':

pluck([4,2,3])
pluck([1,2,3])
pluck([])
pluck([5, 0, 3, 0, 4, 2])
pluck([1,3,5,7,9,11])
pluck([0,2,4,6,8])
pluck([10,20,30,40,50])
pluck([2,2,4,4,6,6])
pluck([1,3,5,7,9,11,13])
pluck([0,1,2,3,4,5,6,7,8,9,10])"
70,HumanEval/69,"
def search(lst):
    '''
    You are given a non-empty list of positive integers. Return the greatest integer that is greater than 
    zero, and has a frequency greater than or equal to the value of the integer itself. 
    The frequency of an integer is the number of times it appears in the list.
    If no such a value exist, return -1.
    Examples:
        search([4, 1, 2, 2, 3, 1]) == 2
        search([1, 2, 2, 3, 3, 3, 4, 4, 4]) == 3
        search([5, 5, 4, 4, 4]) == -1
    '''
",search,"[search([4, 1, 2, 2, 3, 1]), search([1, 2, 2, 3, 3, 3, 4, 4, 4]), search([5, 5, 4, 4, 4]), search([1, 2, 3, 4, 5]), search([1, 2, 3, 4, 5, 5]), search([1, 2, 2, 3, 3, 3, 3]), search([4, 4, 4, 4, 5, 5, 5]), search([5, 5, 5, 5, 5, 5, 5]), search([1, 1, 1, 1, 1, 1, 1, 1, 1]), search([1, 1, 1, 2, 2, 2, 2, 2, 2])]"
71,HumanEval/70,"
def strange_sort_list(lst):
    '''
    Given list of integers, return list in strange order.
    Strange sorting, is when you start with the minimum value,
    then maximum of the remaining integers, then minimum and so on.

    Examples:
    strange_sort_list([1, 2, 3, 4]) == [1, 4, 2, 3]
    strange_sort_list([5, 5, 5, 5]) == [5, 5, 5, 5]
    strange_sort_list([]) == []
    '''
",strange_sort_list,"strange_sort_list([1, 2, 3, 4])
strange_sort_list([5, 5, 5, 5])
strange_sort_list([])
strange_sort_list([1, 5, 2, 4, 3])
strange_sort_list([10, 9, 8, 7, 6, 5, 4, 3, 2, 1])
strange_sort_list([1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
strange_sort_list([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])
strange_sort_list([10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 10])
strange_sort_list([5, 2, 8, 3, 1, 9, 4, 6, 7])
strange_sort_list([3, 3, 2, 1, 4, 5, 6, 7, 8, 9, 10])
strange_sort_list([1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1])"
72,HumanEval/71,"
def triangle_area(a, b, c):
    '''
    Given the lengths of the three sides of a triangle. Return the area of
    the triangle rounded to 2 decimal points if the three sides form a valid triangle. 
    Otherwise return -1
    Three sides make a valid triangle when the sum of any two sides is greater 
    than the third side.
    Example:
    triangle_area(3, 4, 5) == 6.00
    triangle_area(1, 2, 10) == -1
    '''
",triangle_area,"triangle_area(3, 4, 5)
triangle_area(1, 2, 10)
triangle_area(5, 5, 5)
triangle_area(10, 5, 1)
triangle_area(7, 8, 9)
triangle_area(1, 2, 3)
triangle_area(10, 10, 10)
triangle_area(5, 5, 6)
triangle_area(3, 4, 3)
triangle_area(8, 10, 12)"
73,HumanEval/72,"
def will_it_fly(q,w):
    '''
    Write a function that returns True if the object q will fly, and False otherwise.
    The object q will fly if it's balanced (it is a palindromic list) and the sum of its elements is less than or equal the maximum possible weight w.

    Example:
    will_it_fly([1, 2], 5) ➞ False 
    # 1+2 is less than the maximum possible weight, but it's unbalanced.

    will_it_fly([3, 2, 3], 1) ➞ False
    # it's balanced, but 3+2+3 is more than the maximum possible weight.

    will_it_fly([3, 2, 3], 9) ➞ True
    # 3+2+3 is less than the maximum possible weight, and it's balanced.

    will_it_fly([3], 5) ➞ True
    # 3 is less than the maximum possible weight, and it's balanced.
    '''
",will_it_fly,"Here are the test cases for the function 'will_it_fly':

[will_it_fly([1, 2], 5), will_it_fly([3, 2, 3], 1), will_it_fly([3, 2, 3], 9), will_it_fly([3], 5), will_it_fly([1, 2, 1], 3), will_it_fly([2, 2, 2], 4), will_it_fly([5, 5, 5], 10), will_it_fly([1, 2, 3, 1], 5), will_it_fly([1, 2, 3, 4, 5], 10), will_it_fly([1, 2, 3, 4], 10)]"
74,HumanEval/73,"
def smallest_change(arr):
    """"""
    Given an array arr of integers, find the minimum number of elements that
    need to be changed to make the array palindromic. A palindromic array is an array that
    is read the same backwards and forwards. In one change, you can change one element to any other element.

    For example:
    smallest_change([1,2,3,5,4,7,9,6]) == 4
    smallest_change([1, 2, 3, 4, 3, 2, 2]) == 1
    smallest_change([1, 2, 3, 2, 1]) == 0
    """"""
",smallest_change,"smallest_change([1,2,3,5,4,7,9,6]) 
smallest_change([1, 2, 3, 4, 3, 2, 2]) 
smallest_change([1, 2, 3, 2, 1]) 
smallest_change([1, 2, 3, 5, 4, 3, 2, 1]) 
smallest_change([1, 2, 3, 5, 4, 3, 1, 2]) 
smallest_change([1, 2, 3, 4, 5, 4, 3, 2, 1]) 
smallest_change([1, 2, 3, 4, 5, 4, 3, 2, 1, 1]) 
smallest_change([1, 1, 1, 1, 1, 1, 1, 1, 1, 1]) 
smallest_change([1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) 
smallest_change([10, 9, 8, 7, 6, 5, 4, 3, 2, 1])"
75,HumanEval/74,"
def total_match(lst1, lst2):
    '''
    Write a function that accepts two lists of strings and returns the list that has 
    total number of chars in the all strings of the list less than the other list.

    if the two lists have the same number of chars, return the first list.

    Examples
    total_match([], []) ➞ []
    total_match(['hi', 'admin'], ['hI', 'Hi']) ➞ ['hI', 'Hi']
    total_match(['hi', 'admin'], ['hi', 'hi', 'admin', 'project']) ➞ ['hi', 'admin']
    total_match(['hi', 'admin'], ['hI', 'hi', 'hi']) ➞ ['hI', 'hi', 'hi']
    total_match(['4'], ['1', '2', '3', '4', '5']) ➞ ['4']
    '''
",total_match,"total_match([], [])
total_match(['hi', 'admin'], ['hI', 'Hi'])
total_match(['hi', 'admin'], ['hi', 'hi', 'admin', 'project'])
total_match(['hi', 'admin'], ['hI', 'hi', 'hi'])
total_match(['4'], ['1', '2', '3', '4', '5'])
total_match(['hi', 'admin', 'python'], ['hi', 'admin'])
total_match(['a', 'b', 'c'], ['a', 'b'])
total_match(['hello'], ['hello'])
total_match(['hello', 'world'], ['hello'])
total_match([], ['hello'])
total_match(['hello'], [])"
76,HumanEval/75,"
def is_multiply_prime(a):
    """"""Write a function that returns true if the given number is the multiplication of 3 prime numbers
    and false otherwise.
    Knowing that (a) is less then 100. 
    Example:
    is_multiply_prime(30) == True
    30 = 2 * 3 * 5
    """"""
",is_multiply_prime,"is_multiply_prime(30)
is_multiply_prime(1)
is_multiply_prime(2)
is_multiply_prime(3)
is_multiply_prime(4)
is_multiply_prime(5)
is_multiply_prime(6)
is_multiply_prime(7)
is_multiply_prime(8)
is_multiply_prime(9)"
